index,image_path,class_id,pos_neg,bbox_path,mask_path
10,.\train\images\ATTIOT_Top_JPG_jpg.rf.7d1abf0e6a9af4e02aa52efc2fd98b9c.jpg,[ 1  4  5  9 10 11 12 13 17 21],1,.\train\labels\ATTIOT_Top_JPG_jpg.rf.7367fe4cea4157315d2298998fe122db.txt,
11,.\train\images\ATTIOT_Top_JPG_jpg.rf.a8b4b3500502aa50127e0709ad1ac97c.jpg,[ 1  4  5  9 10 11 12 13 17 21],1,.\train\labels\ATTIOT_Top_JPG_jpg.rf.7367fe4cea4157315d2298998fe122db.txt,
12,.\train\images\ArduinoMega_Bottom_jpg.rf.3c0ed851910028bd368ab14876f744bb.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_jpg.rf.3c0ed851910028bd368ab14876f744bb.txt,
13,.\train\images\ArduinoMega_Bottom_jpg.rf.9556770c19d370c46ac3cdba21f7ea0f.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_jpg.rf.3c0ed851910028bd368ab14876f744bb.txt,
14,.\train\images\ArduinoMega_Bottom_jpg.rf.e79ab3174830335b233ff04306d7994a.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_jpg.rf.3c0ed851910028bd368ab14876f744bb.txt,
15,.\train\images\ArduinoMega_Bottom_jpg.rf.f69665040513bed443dc5876e41816a3.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_jpg.rf.3c0ed851910028bd368ab14876f744bb.txt,
16,.\train\images\ArduinoMega_Bottom_png_jpg.rf.2e637a850aacbc0b92d81f8d11cf9f44.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_png_jpg.rf.2e637a850aacbc0b92d81f8d11cf9f44.txt,
17,.\train\images\ArduinoMega_Bottom_png_jpg.rf.7083b53515a7bc3cbac1a20af02527e8.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_png_jpg.rf.2e637a850aacbc0b92d81f8d11cf9f44.txt,
18,.\train\images\ArduinoMega_Bottom_png_jpg.rf.952a43be3850b931c437fb8b2333b319.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_png_jpg.rf.2e637a850aacbc0b92d81f8d11cf9f44.txt,
19,.\train\images\ArduinoMega_Bottom_png_jpg.rf.a838d24f1130573d632609ae8958c963.jpg,[ 4 13 14],1,.\train\labels\ArduinoMega_Bottom_png_jpg.rf.2e637a850aacbc0b92d81f8d11cf9f44.txt,
20,.\train\images\ArduinoMega_Top_jpg.rf.7e6d67bdd76210266b6757a2343b1021.jpg,[ 2  3  4  5  7  9 12 13 15 16],1,.\train\labels\ArduinoMega_Top_jpg.rf.7e6d67bdd76210266b6757a2343b1021.txt,
21,.\train\images\ArduinoMega_Top_jpg.rf.945eac6a21e41ef8aa43333088605c54.jpg,[ 2  3  4  5  7  9 12 13 15 16],1,.\train\labels\ArduinoMega_Top_jpg.rf.7e6d67bdd76210266b6757a2343b1021.txt,
22,.\train\images\ArduinoMega_Top_jpg.rf.9f83ce9106b8906fb861e78378668863.jpg,[ 2  3  4  5  7  9 12 13 15 16],1,.\train\labels\ArduinoMega_Top_jpg.rf.7e6d67bdd76210266b6757a2343b1021.txt,
23,.\train\images\ArduinoMega_Top_jpg.rf.ce340fa28b87970b94b96a0aad78f510.jpg,[ 2  3  4  5  7  9 12 13 15 16],1,.\train\labels\ArduinoMega_Top_jpg.rf.7e6d67bdd76210266b6757a2343b1021.txt,
24,.\train\images\DigitalDiscovery_jpg.rf.6a2ba822fe4fe42d9c9e5b051f820f0d.jpg,[ 1  4  5  9 10 12 13 17 20],1,.\train\labels\DigitalDiscovery_jpg.rf.6a2ba822fe4fe42d9c9e5b051f820f0d.txt,
25,.\train\images\DigitalDiscovery_jpg.rf.6f5976ce78d3cf432d13daa41efd65ad.jpg,[ 1  4  5  9 10 12 13 17 20],1,.\train\labels\DigitalDiscovery_jpg.rf.6a2ba822fe4fe42d9c9e5b051f820f0d.txt,
26,.\train\images\DigitalDiscovery_jpg.rf.8208032c0b2643fc32e49dc6b7ac05f5.jpg,[ 1  4  5  9 10 12 13 17 20],1,.\train\labels\DigitalDiscovery_jpg.rf.6a2ba822fe4fe42d9c9e5b051f820f0d.txt,
27,.\train\images\DigitalDiscovery_jpg.rf.acfe7d42cb0abbd8524655a5fad909ec.jpg,[ 1  4  5  9 10 12 13 17 20],1,.\train\labels\DigitalDiscovery_jpg.rf.6a2ba822fe4fe42d9c9e5b051f820f0d.txt,
28,.\train\images\DuetWIFI_Bottom_png_jpg.rf.9bfb2240d0972c089556b9e14bf4c1af.jpg,[ 4 13 14 19],1,.\train\labels\DuetWIFI_Bottom_png_jpg.rf.9bfb2240d0972c089556b9e14bf4c1af.txt,
29,.\train\images\DuetWIFI_Bottom_png_jpg.rf.b9d2f20e349cde04810dd35ca1ee6adb.jpg,[ 4 13 14 19],1,.\train\labels\DuetWIFI_Bottom_png_jpg.rf.9bfb2240d0972c089556b9e14bf4c1af.txt,
30,.\train\images\DuetWIFI_Bottom_png_jpg.rf.e7cce1b18d6e286ec71e61e2c16efe31.jpg,[ 4 13 14 19],1,.\train\labels\DuetWIFI_Bottom_png_jpg.rf.9bfb2240d0972c089556b9e14bf4c1af.txt,
31,.\train\images\DuetWIFI_Bottom_png_jpg.rf.ec50fe9e9cba1a45d2704fd364cd1409.jpg,[ 4 13 14 19],1,.\train\labels\DuetWIFI_Bottom_png_jpg.rf.9bfb2240d0972c089556b9e14bf4c1af.txt,
32,.\train\images\DuetWIFI_Top_jpg.rf.0d329871bfedf4cb5662d864ca13886e.jpg,[ 1  3  4  5  7  8  9 10 12 13 16 17 19 20],1,.\train\labels\DuetWIFI_Top_jpg.rf.0d329871bfedf4cb5662d864ca13886e.txt,
33,.\train\images\DuetWIFI_Top_jpg.rf.23d1091d544296b92fa8bdfb76556d1e.jpg,[ 1  3  4  5  7  8  9 10 12 13 16 17 19 20],1,.\train\labels\DuetWIFI_Top_jpg.rf.0d329871bfedf4cb5662d864ca13886e.txt,
34,.\train\images\DuetWIFI_Top_jpg.rf.982acdd07b81164bd8dfed82ee5aac57.jpg,[ 1  3  4  5  7  8  9 10 12 13 16 17 19 20],1,.\train\labels\DuetWIFI_Top_jpg.rf.0d329871bfedf4cb5662d864ca13886e.txt,
35,.\train\images\DuetWIFI_Top_jpg.rf.b5e62e729c1a729f16c40531c6690a76.jpg,[ 1  3  4  5  7  8  9 10 12 13 16 17 19 20],1,.\train\labels\DuetWIFI_Top_jpg.rf.0d329871bfedf4cb5662d864ca13886e.txt,
36,.\train\images\EDA-008_Bottom_jpg.rf.178e70f90f22e6601037668c18addec0.jpg,[ 1  4  5  7  9 13 14 16 17 19 20],1,.\train\labels\EDA-008_Bottom_jpg.rf.178e70f90f22e6601037668c18addec0.txt,
37,.\train\images\EDA-008_Bottom_jpg.rf.74dc481f78a6ead9fc2674111a1521fc.jpg,[ 1  4  5  7  9 13 14 16 17 19 20],1,.\train\labels\EDA-008_Bottom_jpg.rf.178e70f90f22e6601037668c18addec0.txt,
38,.\train\images\EDA-008_Bottom_jpg.rf.aa3b8da5ea3ef85232a8ab008ebb83ce.jpg,[ 1  4  5  7  9 13 14 16 17 19 20],1,.\train\labels\EDA-008_Bottom_jpg.rf.178e70f90f22e6601037668c18addec0.txt,
39,.\train\images\EDA-008_Bottom_jpg.rf.e4857160ca81f44485b9dfbf6599b122.jpg,[ 1  4  5  7  9 13 14 16 17 19 20],1,.\train\labels\EDA-008_Bottom_jpg.rf.178e70f90f22e6601037668c18addec0.txt,
40,.\train\images\HackRF_JPG_jpg.rf.129767f54ac3fe7fc862ad4dc386c5ab.jpg,[ 1  4  9 12 13 17 19 20 21],1,.\train\labels\HackRF_JPG_jpg.rf.129767f54ac3fe7fc862ad4dc386c5ab.txt,
41,.\train\images\HackRF_JPG_jpg.rf.191b97bdbc81a57316f5b3b17a17f9eb.jpg,[ 1  4  9 12 13 17 19 20 21],1,.\train\labels\HackRF_JPG_jpg.rf.129767f54ac3fe7fc862ad4dc386c5ab.txt,
42,.\train\images\HackRF_JPG_jpg.rf.201ee9cf9c0dbcb8c8f0d034dea40f9b.jpg,[ 1  4  9 12 13 17 19 20 21],1,.\train\labels\HackRF_JPG_jpg.rf.129767f54ac3fe7fc862ad4dc386c5ab.txt,
43,.\train\images\HackRF_JPG_jpg.rf.3c7344898a33337fe0ffba8824e6de39.jpg,[ 1  4  9 12 13 17 19 20 21],1,.\train\labels\HackRF_JPG_jpg.rf.129767f54ac3fe7fc862ad4dc386c5ab.txt,
44,.\train\images\ML365_Top_jpg.rf.2bd52ef4a70338cd3bfef1ed190beeff.jpg,[ 2  3  4  7  9 10 11 12 13 16 18 19 20 21],1,.\train\labels\ML365_Top_jpg.rf.2bd52ef4a70338cd3bfef1ed190beeff.txt,
45,.\train\images\ML365_Top_jpg.rf.471f5933b52ba98d8ead0702de9737f1.jpg,[ 2  3  4  7  9 10 11 12 13 16 18 19 20 21],1,.\train\labels\ML365_Top_jpg.rf.2bd52ef4a70338cd3bfef1ed190beeff.txt,
46,.\train\images\ML365_Top_jpg.rf.5e7d1eddf6c0b22413c45d5ea5410ca0.jpg,[ 2  3  4  7  9 10 11 12 13 16 18 19 20 21],1,.\train\labels\ML365_Top_jpg.rf.2bd52ef4a70338cd3bfef1ed190beeff.txt,
47,.\train\images\ML365_Top_jpg.rf.a93e104e10d09095ae1963d5f86f372b.jpg,[ 2  3  4  7  9 10 11 12 13 16 18 19 20 21],1,.\train\labels\ML365_Top_jpg.rf.2bd52ef4a70338cd3bfef1ed190beeff.txt,
48,.\train\images\ML450_Bottom1_jpg.rf.219f641d2866e125e9217ec03de81244.jpg,[ 2  4  7 13 14 15 16],1,.\train\labels\ML450_Bottom1_jpg.rf.219f641d2866e125e9217ec03de81244.txt,
49,.\train\images\ML450_Bottom1_jpg.rf.3a550fe7fc7f7b94a35144b034d3865e.jpg,[ 2  4  7 13 14 15 16],1,.\train\labels\ML450_Bottom1_jpg.rf.219f641d2866e125e9217ec03de81244.txt,
50,.\train\images\ML450_Bottom1_jpg.rf.57194317908a86cb4e7c0f7c0c1efe24.jpg,[ 2  4  7 13 14 15 16],1,.\train\labels\ML450_Bottom1_jpg.rf.219f641d2866e125e9217ec03de81244.txt,
51,.\train\images\ML450_Bottom1_jpg.rf.f3e1a9d4f6c3c074b9a002018fd64e4d.jpg,[ 2  4  7 13 14 15 16],1,.\train\labels\ML450_Bottom1_jpg.rf.219f641d2866e125e9217ec03de81244.txt,
52,.\train\images\ML450_Bottom2_jpg.rf.b90a86a5eb30a685fe0b9e09a3c2fce2.jpg,[ 1  7 14 16 17 19],1,.\train\labels\ML450_Bottom2_jpg.rf.b90a86a5eb30a685fe0b9e09a3c2fce2.txt,
53,.\train\images\ML450_Bottom2_jpg.rf.c1c8c917cb409ab110df69fc3b6a701c.jpg,[ 1  7 14 16 17 19],1,.\train\labels\ML450_Bottom2_jpg.rf.b90a86a5eb30a685fe0b9e09a3c2fce2.txt,
54,.\train\images\ML450_Bottom2_jpg.rf.da2188b127a4881d538be9e318f7c925.jpg,[ 1  7 14 16 17 19],1,.\train\labels\ML450_Bottom2_jpg.rf.b90a86a5eb30a685fe0b9e09a3c2fce2.txt,
55,.\train\images\ML450_Bottom2_jpg.rf.ee91df7f59c2862735defbac61ef2bcd.jpg,[ 1  7 14 16 17 19],1,.\train\labels\ML450_Bottom2_jpg.rf.b90a86a5eb30a685fe0b9e09a3c2fce2.txt,
56,.\train\images\ML450_Top2_jpg.rf.45d84acebafdc75f0757895b8197b824.jpg,[ 1  3  4  6  7  9 10 11 12 13 14 17 18 19 20],1,.\train\labels\ML450_Top2_jpg.rf.45d84acebafdc75f0757895b8197b824.txt,
57,.\train\images\ML450_Top2_jpg.rf.76905938b6899442baba6cdbd0b4521a.jpg,[ 1  3  4  6  7  9 10 11 12 13 14 17 18 19 20],1,.\train\labels\ML450_Top2_jpg.rf.45d84acebafdc75f0757895b8197b824.txt,
58,.\train\images\ML450_Top2_jpg.rf.b74ef43a3d84b73f12be7af582854e78.jpg,[ 1  3  4  6  7  9 10 11 12 13 14 17 18 19 20],1,.\train\labels\ML450_Top2_jpg.rf.45d84acebafdc75f0757895b8197b824.txt,
59,.\train\images\ML450_Top2_jpg.rf.c255ef2c70a055c082eb4ad91856464d.jpg,[ 1  3  4  6  7  9 10 11 12 13 14 17 18 19 20],1,.\train\labels\ML450_Top2_jpg.rf.45d84acebafdc75f0757895b8197b824.txt,
60,.\train\images\MicroZed_Bottom_jpg.rf.0484a5724476661a275f2b61f2dde1f6.jpg,[ 2  4  5  9 11 13 14 15 16 20],1,.\train\labels\MicroZed_Bottom_jpg.rf.0484a5724476661a275f2b61f2dde1f6.txt,
61,.\train\images\MicroZed_Bottom_jpg.rf.a63c31cd4e2ab4eb6258812a383fea10.jpg,[ 2  4  5  9 11 13 14 15 16 20],1,.\train\labels\MicroZed_Bottom_jpg.rf.0484a5724476661a275f2b61f2dde1f6.txt,
62,.\train\images\MicroZed_Bottom_jpg.rf.d2019701b68e3cc9da5844de90cd6ccf.jpg,[ 2  4  5  9 11 13 14 15 16 20],1,.\train\labels\MicroZed_Bottom_jpg.rf.0484a5724476661a275f2b61f2dde1f6.txt,
63,.\train\images\MicroZed_Bottom_jpg.rf.ece140d99714c4551947ee8fd5de1faf.jpg,[ 2  4  5  9 11 13 14 15 16 20],1,.\train\labels\MicroZed_Bottom_jpg.rf.0484a5724476661a275f2b61f2dde1f6.txt,
64,.\train\images\OlimexRed_jpg.rf.4a25aee02f2e7353edbdfe81d9ac06e4.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_jpg.rf.4a25aee02f2e7353edbdfe81d9ac06e4.txt,
65,.\train\images\OlimexRed_jpg.rf.578013f59ed35cda6ba1d3b748490458.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_jpg.rf.4a25aee02f2e7353edbdfe81d9ac06e4.txt,
66,.\train\images\OlimexRed_jpg.rf.940e2f76177207331ca90da6859b2cd5.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_jpg.rf.4a25aee02f2e7353edbdfe81d9ac06e4.txt,
67,.\train\images\OlimexRed_jpg.rf.a2dd7833e699cbcfeebba537db82ead8.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_jpg.rf.4a25aee02f2e7353edbdfe81d9ac06e4.txt,
68,.\train\images\OlimexRed_png_jpg.rf.5fcc0b7a5436af156fd0cf4ccd84fea1.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_png_jpg.rf.5fcc0b7a5436af156fd0cf4ccd84fea1.txt,
69,.\train\images\OlimexRed_png_jpg.rf.8b44b2c3110256e4671990e08452e1ef.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_png_jpg.rf.5fcc0b7a5436af156fd0cf4ccd84fea1.txt,
70,.\train\images\OlimexRed_png_jpg.rf.a46092eb22dcc8cd40f9ef2e119881fc.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_png_jpg.rf.5fcc0b7a5436af156fd0cf4ccd84fea1.txt,
71,.\train\images\OlimexRed_png_jpg.rf.b3768b7729635e7db064139fa6f6c272.jpg,[ 1  3  4  5  7  9 11 12 13 16 17 19 20],1,.\train\labels\OlimexRed_png_jpg.rf.5fcc0b7a5436af156fd0cf4ccd84fea1.txt,
72,.\train\images\RPI3B_Bottom_jpg.rf.406888a9f2a8301c070e67037256a325.jpg,[ 1  3  4  8  9 10 13 14 17 19 20 21],1,.\train\labels\RPI3B_Bottom_jpg.rf.406888a9f2a8301c070e67037256a325.txt,
73,.\train\images\RPI3B_Bottom_jpg.rf.4136d19cf9d4c5b4043370022ac5b45d.jpg,[ 1  3  4  8  9 10 13 14 17 19 20 21],1,.\train\labels\RPI3B_Bottom_jpg.rf.406888a9f2a8301c070e67037256a325.txt,
74,.\train\images\RPI3B_Bottom_jpg.rf.5028800f623cdc02dcb1dc842103700e.jpg,[ 1  3  4  8  9 10 13 14 17 19 20 21],1,.\train\labels\RPI3B_Bottom_jpg.rf.406888a9f2a8301c070e67037256a325.txt,
75,.\train\images\RPI3B_Bottom_jpg.rf.f6f77de45c4393248ea7a8a8d1f17f05.jpg,[ 1  3  4  8  9 10 13 14 17 19 20 21],1,.\train\labels\RPI3B_Bottom_jpg.rf.406888a9f2a8301c070e67037256a325.txt,
76,.\train\images\RPI3B_Top_jpg.rf.6dc4b751218b1a50e2789848da590eb9.jpg,[ 1  4  5  8  9 10 12 13 17 20 21],1,.\train\labels\RPI3B_Top_jpg.rf.6dc4b751218b1a50e2789848da590eb9.txt,
77,.\train\images\RPI3B_Top_jpg.rf.816f52a7bd110c76b85f2bc47ff02ecb.jpg,[ 1  4  5  8  9 10 12 13 17 20 21],1,.\train\labels\RPI3B_Top_jpg.rf.6dc4b751218b1a50e2789848da590eb9.txt,
78,.\train\images\RPI3B_Top_jpg.rf.b469ecabd7c6437561dfa04589be88d6.jpg,[ 1  4  5  8  9 10 12 13 17 20 21],1,.\train\labels\RPI3B_Top_jpg.rf.6dc4b751218b1a50e2789848da590eb9.txt,
79,.\train\images\RPI3B_Top_jpg.rf.d1006190323d6b42d4c3ee6e82bfb24a.jpg,[ 1  4  5  8  9 10 12 13 17 20 21],1,.\train\labels\RPI3B_Top_jpg.rf.6dc4b751218b1a50e2789848da590eb9.txt,
80,.\train\images\STK644_jpg.rf.8c4bb2c229d6eb873e019a5e8b4bb51a.jpg,[ 2  3  4  9 11 12 14 16 21],1,.\train\labels\STK644_jpg.rf.8c4bb2c229d6eb873e019a5e8b4bb51a.txt,
81,.\train\images\STK644_jpg.rf.ab31255cfaaabcb064c00f989525e743.jpg,[ 2  3  4  9 11 12 14 16 21],1,.\train\labels\STK644_jpg.rf.8c4bb2c229d6eb873e019a5e8b4bb51a.txt,
82,.\train\images\STK644_jpg.rf.f8faf6b0c68d0ebecca37767d6596612.jpg,[ 2  3  4  9 11 12 14 16 21],1,.\train\labels\STK644_jpg.rf.8c4bb2c229d6eb873e019a5e8b4bb51a.txt,
83,.\train\images\STK644_jpg.rf.fc262642dc976f47490353a6e7cc6c77.jpg,[ 2  3  4  9 11 12 14 16 21],1,.\train\labels\STK644_jpg.rf.8c4bb2c229d6eb873e019a5e8b4bb51a.txt,
84,.\train\images\Spartan3_jpg.rf.09317e506f392c7a89293830aea6fa46.jpg,[ 2  4  7  9 11 12 16 18],1,.\train\labels\Spartan3_jpg.rf.09317e506f392c7a89293830aea6fa46.txt,
85,.\train\images\Spartan3_jpg.rf.308ac46c7c1e0e07f1ff0c8611f907db.jpg,[ 2  4  7  9 11 12 16 18],1,.\train\labels\Spartan3_jpg.rf.09317e506f392c7a89293830aea6fa46.txt,
86,.\train\images\Spartan3_jpg.rf.64034b79dd438d889694af6b9ae177f5.jpg,[ 2  4  7  9 11 12 16 18],1,.\train\labels\Spartan3_jpg.rf.09317e506f392c7a89293830aea6fa46.txt,
87,.\train\images\Spartan3_jpg.rf.f3b495b0e028c1232fdc646faa590ab5.jpg,[ 2  4  7  9 11 12 16 18],1,.\train\labels\Spartan3_jpg.rf.09317e506f392c7a89293830aea6fa46.txt,
88,.\train\images\Spartan6Redux_Top_jpg.rf.03065d2a27f5e673e6989bc4aab15f07.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 16 17 18 19 20],1,.\train\labels\Spartan6Redux_Top_jpg.rf.03065d2a27f5e673e6989bc4aab15f07.txt,
89,.\train\images\Spartan6Redux_Top_jpg.rf.841b2ead64dbcf0aa8e9a9b4848dec7b.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 16 17 18 19 20],1,.\train\labels\Spartan6Redux_Top_jpg.rf.03065d2a27f5e673e6989bc4aab15f07.txt,
90,.\train\images\Spartan6Redux_Top_jpg.rf.976f780d1415c23053c30cd8c462bec2.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 16 17 18 19 20],1,.\train\labels\Spartan6Redux_Top_jpg.rf.03065d2a27f5e673e6989bc4aab15f07.txt,
91,.\train\images\Spartan6Redux_Top_jpg.rf.99bce78793596c4d37b2ff95ff0b3ea9.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 16 17 18 19 20],1,.\train\labels\Spartan6Redux_Top_jpg.rf.03065d2a27f5e673e6989bc4aab15f07.txt,
92,.\train\images\Spartan6_Bottom_jpg.rf.0d9b4181541034f9893e5b8c4dd6377a.jpg,[ 1  4  9 13 16 17 21],1,.\train\labels\Spartan6_Bottom_jpg.rf.0d9b4181541034f9893e5b8c4dd6377a.txt,
93,.\train\images\Spartan6_Bottom_jpg.rf.a0d7819af9d7d018fdc23227b87463c8.jpg,[ 1  4  9 13 16 17 21],1,.\train\labels\Spartan6_Bottom_jpg.rf.0d9b4181541034f9893e5b8c4dd6377a.txt,
94,.\train\images\Spartan6_Bottom_jpg.rf.aa5e39b301c2d6730134feafc36a01ef.jpg,[ 1  4  9 13 16 17 21],1,.\train\labels\Spartan6_Bottom_jpg.rf.0d9b4181541034f9893e5b8c4dd6377a.txt,
95,.\train\images\Spartan6_Bottom_jpg.rf.e7e19ec186864c71e2cda205ce04ebd3.jpg,[ 1  4  9 13 16 17 21],1,.\train\labels\Spartan6_Bottom_jpg.rf.0d9b4181541034f9893e5b8c4dd6377a.txt,
96,.\train\images\Spartan6_Top_jpg.rf.c3d8475be8597960c706ad47a6f1c4be.jpg,[ 2  4  6  9 12 16 18],1,.\train\labels\Spartan6_Top_jpg.rf.c3d8475be8597960c706ad47a6f1c4be.txt,
97,.\train\images\Spartan6_Top_jpg.rf.cc5a5e4c77e184a9e26d39f60362dfbd.jpg,[ 2  4  6  9 12 16 18],1,.\train\labels\Spartan6_Top_jpg.rf.c3d8475be8597960c706ad47a6f1c4be.txt,
98,.\train\images\Spartan6_Top_jpg.rf.d8a7eac9b45175690a7e72df5ee78c2f.jpg,[ 2  4  6  9 12 16 18],1,.\train\labels\Spartan6_Top_jpg.rf.c3d8475be8597960c706ad47a6f1c4be.txt,
99,.\train\images\Spartan6_Top_jpg.rf.fa256c737778effb4fbd4501944cc1b2.jpg,[ 2  4  6  9 12 16 18],1,.\train\labels\Spartan6_Top_jpg.rf.c3d8475be8597960c706ad47a6f1c4be.txt,
100,.\train\images\SystemAce_Bottom_jpg.rf.4e157a67c21b90fd44ca5792f58b6e72.jpg,[ 4 14],1,.\train\labels\SystemAce_Bottom_jpg.rf.4e157a67c21b90fd44ca5792f58b6e72.txt,
101,.\train\images\SystemAce_Bottom_jpg.rf.50e5be0fb84b7f46f052481ca8a07b14.jpg,[ 4 14],1,.\train\labels\SystemAce_Bottom_jpg.rf.4e157a67c21b90fd44ca5792f58b6e72.txt,
102,.\train\images\SystemAce_Bottom_jpg.rf.637ba5e5af9b9451f459eb70c82e248a.jpg,[ 4 14],1,.\train\labels\SystemAce_Bottom_jpg.rf.4e157a67c21b90fd44ca5792f58b6e72.txt,
103,.\train\images\SystemAce_Bottom_jpg.rf.641e3147259860baa3ac35e699137d63.jpg,[ 4 14],1,.\train\labels\SystemAce_Bottom_jpg.rf.4e157a67c21b90fd44ca5792f58b6e72.txt,
104,.\train\images\SystemAce_Top_jpg.rf.3487bbcc3e45d6af57515ecca42952a3.jpg,[ 1  3  4  7  9 11 12 13 16 17 18 19 20 21],1,.\train\labels\SystemAce_Top_jpg.rf.3487bbcc3e45d6af57515ecca42952a3.txt,
105,.\train\images\SystemAce_Top_jpg.rf.73c48fea6eaae5341dad5ae1f9374e2d.jpg,[ 1  3  4  7  9 11 12 13 16 17 18 19 20 21],1,.\train\labels\SystemAce_Top_jpg.rf.3487bbcc3e45d6af57515ecca42952a3.txt,
106,.\train\images\SystemAce_Top_jpg.rf.a2d9ac1238856df65efbdc64a913e798.jpg,[ 1  3  4  7  9 11 12 13 16 17 18 19 20 21],1,.\train\labels\SystemAce_Top_jpg.rf.3487bbcc3e45d6af57515ecca42952a3.txt,
107,.\train\images\SystemAce_Top_jpg.rf.ba2978f9e55b74d3e2c33821e5da8706.jpg,[ 1  3  4  7  9 11 12 13 16 17 18 19 20 21],1,.\train\labels\SystemAce_Top_jpg.rf.3487bbcc3e45d6af57515ecca42952a3.txt,
108,.\train\images\ThingMagicM6e_jpg.rf.0c242b29516d7ec23239e121e7ac267b.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_jpg.rf.0c242b29516d7ec23239e121e7ac267b.txt,
109,.\train\images\ThingMagicM6e_jpg.rf.2e8daee06d0b0af59fa3973e3e7a2fa8.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_jpg.rf.0c242b29516d7ec23239e121e7ac267b.txt,
110,.\train\images\ThingMagicM6e_jpg.rf.5f86e1e6c38a2df3c153a20e0fec03f3.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_jpg.rf.0c242b29516d7ec23239e121e7ac267b.txt,
