index,image_path,class_id,pos_neg,bbox_path,mask_path
147,.\train\images\ppe_0181.jpg,[2],1,.\train\labels\ppe_0181.txt,
148,.\train\images\ppe_0182.jpg,[1 2],1,.\train\labels\ppe_0182.txt,
149,.\train\images\ppe_0183.jpg,[1 3 4],1,.\train\labels\ppe_0183.txt,
150,.\train\images\ppe_0184.jpg,[5],1,.\train\labels\ppe_0184.txt,
151,.\train\images\ppe_0185.jpg,[1 2 4],1,.\train\labels\ppe_0185.txt,
152,.\train\images\ppe_0186.jpg,[1 5],1,.\train\labels\ppe_0186.txt,
153,.\train\images\ppe_0188.jpg,[1 5],1,.\train\labels\ppe_0188.txt,
154,.\train\images\ppe_0189.jpg,[1 4],1,.\train\labels\ppe_0189.txt,
155,.\train\images\ppe_0190.jpg,[0],1,.\train\labels\ppe_0190.txt,
156,.\train\images\ppe_0191.jpg,[1],1,.\train\labels\ppe_0191.txt,
157,.\train\images\ppe_0192.jpg,[1 5],1,.\train\labels\ppe_0192.txt,
158,.\train\images\ppe_0194.jpg,[1 4 5],1,.\train\labels\ppe_0194.txt,
159,.\train\images\ppe_0195.jpg,[5],1,.\train\labels\ppe_0195.txt,
160,.\train\images\ppe_0196.jpg,[3 5],1,.\train\labels\ppe_0196.txt,
161,.\train\images\ppe_0197.jpg,[1 3],1,.\train\labels\ppe_0197.txt,
162,.\train\images\ppe_0198.jpg,[1 5],1,.\train\labels\ppe_0198.txt,
163,.\train\images\ppe_0199.jpg,[4 5],1,.\train\labels\ppe_0199.txt,
164,.\train\images\ppe_0200.jpg,[1 4],1,.\train\labels\ppe_0200.txt,
165,.\train\images\ppe_0201.jpg,[5],1,.\train\labels\ppe_0201.txt,
166,.\train\images\ppe_0202.jpg,[1 5],1,.\train\labels\ppe_0202.txt,
167,.\train\images\ppe_0203.jpg,[2],1,.\train\labels\ppe_0203.txt,
168,.\train\images\ppe_0204.jpg,[5],1,.\train\labels\ppe_0204.txt,
169,.\train\images\ppe_0205.jpg,[1 5],1,.\train\labels\ppe_0205.txt,
170,.\train\images\ppe_0207.jpg,[1 4],1,.\train\labels\ppe_0207.txt,
171,.\train\images\ppe_0208.jpg,[5],1,.\train\labels\ppe_0208.txt,
172,.\train\images\ppe_0209.jpg,[1 4 5],1,.\train\labels\ppe_0209.txt,
173,.\train\images\ppe_0210.jpg,[2],1,.\train\labels\ppe_0210.txt,
174,.\train\images\ppe_0211.jpg,[3],1,.\train\labels\ppe_0211.txt,
175,.\train\images\ppe_0212.jpg,[5],1,.\train\labels\ppe_0212.txt,
176,.\train\images\ppe_0213.jpg,[1 4],1,.\train\labels\ppe_0213.txt,
177,.\train\images\ppe_0215.jpg,[1 4],1,.\train\labels\ppe_0215.txt,
178,.\train\images\ppe_0216.jpg,[1 3 4],1,.\train\labels\ppe_0216.txt,
179,.\train\images\ppe_0217.jpg,[5],1,.\train\labels\ppe_0217.txt,
180,.\train\images\ppe_0218.jpg,[1 4],1,.\train\labels\ppe_0218.txt,
181,.\train\images\ppe_0219.jpg,[1 5],1,.\train\labels\ppe_0219.txt,
182,.\train\images\ppe_0220.jpg,[5],1,.\train\labels\ppe_0220.txt,
183,.\train\images\ppe_0221.jpg,[4],1,.\train\labels\ppe_0221.txt,
184,.\train\images\ppe_0222.jpg,[1 4],1,.\train\labels\ppe_0222.txt,
185,.\train\images\ppe_0223.jpg,[1 2 4 5],1,.\train\labels\ppe_0223.txt,
186,.\train\images\ppe_0224.jpg,[5],1,.\train\labels\ppe_0224.txt,
187,.\train\images\ppe_0225.jpg,[2],1,.\train\labels\ppe_0225.txt,
188,.\train\images\ppe_0226.jpg,[1 4],1,.\train\labels\ppe_0226.txt,
189,.\train\images\ppe_0227.jpg,[5],1,.\train\labels\ppe_0227.txt,
190,.\train\images\ppe_0228.jpg,[1 2 4],1,.\train\labels\ppe_0228.txt,
191,.\train\images\ppe_0231.jpg,[1 2 4 5],1,.\train\labels\ppe_0231.txt,
192,.\train\images\ppe_0232.jpg,[5],1,.\train\labels\ppe_0232.txt,
193,.\train\images\ppe_0233.jpg,[4],1,.\train\labels\ppe_0233.txt,
194,.\train\images\ppe_0234.jpg,[4 5],1,.\train\labels\ppe_0234.txt,
195,.\train\images\ppe_0235.jpg,[1 5],1,.\train\labels\ppe_0235.txt,
196,.\train\images\ppe_0236.jpg,[3],1,.\train\labels\ppe_0236.txt,
197,.\train\images\ppe_0238.jpg,[1 4],1,.\train\labels\ppe_0238.txt,
198,.\train\images\ppe_0239.jpg,[4 5],1,.\train\labels\ppe_0239.txt,
199,.\train\images\ppe_0240.jpg,[1 4],1,.\train\labels\ppe_0240.txt,
200,.\train\images\ppe_0241.jpg,[1 4],1,.\train\labels\ppe_0241.txt,
201,.\train\images\ppe_0242.jpg,[4],1,.\train\labels\ppe_0242.txt,
202,.\train\images\ppe_0243.jpg,[5],1,.\train\labels\ppe_0243.txt,
203,.\train\images\ppe_0245.jpg,[3],1,.\train\labels\ppe_0245.txt,
204,.\train\images\ppe_0246.jpg,[5],1,.\train\labels\ppe_0246.txt,
205,.\train\images\ppe_0247.jpg,[2 5],1,.\train\labels\ppe_0247.txt,
206,.\train\images\ppe_0248.jpg,[1 4],1,.\train\labels\ppe_0248.txt,
207,.\train\images\ppe_0249.jpg,[1 4],1,.\train\labels\ppe_0249.txt,
208,.\train\images\ppe_0250.jpg,[5],1,.\train\labels\ppe_0250.txt,
209,.\train\images\ppe_0251.jpg,[1 5],1,.\train\labels\ppe_0251.txt,
210,.\train\images\ppe_0252.jpg,[1 5],1,.\train\labels\ppe_0252.txt,
211,.\train\images\ppe_0253.jpg,[2],1,.\train\labels\ppe_0253.txt,
212,.\train\images\ppe_0254.jpg,[3],1,.\train\labels\ppe_0254.txt,
213,.\train\images\ppe_0255.jpg,[1 5],1,.\train\labels\ppe_0255.txt,
214,.\train\images\ppe_0257.jpg,[1 5],1,.\train\labels\ppe_0257.txt,
215,.\train\images\ppe_0259.jpg,[1 2 4],1,.\train\labels\ppe_0259.txt,
216,.\train\images\ppe_0260.jpg,[1 2 4 5],1,.\train\labels\ppe_0260.txt,
217,.\train\images\ppe_0261.jpg,[1 4],1,.\train\labels\ppe_0261.txt,
218,.\train\images\ppe_0262.jpg,[5],1,.\train\labels\ppe_0262.txt,
219,.\train\images\ppe_0263.jpg,[5],1,.\train\labels\ppe_0263.txt,
220,.\train\images\ppe_0264.jpg,[1 4],1,.\train\labels\ppe_0264.txt,
221,.\train\images\ppe_0267.jpg,[2],1,.\train\labels\ppe_0267.txt,
222,.\train\images\ppe_0268.jpg,[1 4],1,.\train\labels\ppe_0268.txt,
223,.\train\images\ppe_0269.jpg,[1 3],1,.\train\labels\ppe_0269.txt,
224,.\train\images\ppe_0271.jpg,[1 4 5],1,.\train\labels\ppe_0271.txt,
225,.\train\images\ppe_0272.jpg,[0],1,.\train\labels\ppe_0272.txt,
226,.\train\images\ppe_0273.jpg,[4],1,.\train\labels\ppe_0273.txt,
227,.\train\images\ppe_0274.jpg,[5],1,.\train\labels\ppe_0274.txt,
228,.\train\images\ppe_0275.jpg,[5],1,.\train\labels\ppe_0275.txt,
229,.\train\images\ppe_0276.jpg,[5],1,.\train\labels\ppe_0276.txt,
230,.\train\images\ppe_0279.jpg,[1 5],1,.\train\labels\ppe_0279.txt,
231,.\train\images\ppe_0280.jpg,[5],1,.\train\labels\ppe_0280.txt,
232,.\train\images\ppe_0283.jpg,[1 4],1,.\train\labels\ppe_0283.txt,
233,.\train\images\ppe_0284.jpg,[0],1,.\train\labels\ppe_0284.txt,
234,.\train\images\ppe_0285.jpg,[5],1,.\train\labels\ppe_0285.txt,
235,.\train\images\ppe_0286.jpg,[1 4],1,.\train\labels\ppe_0286.txt,
236,.\train\images\ppe_0287.jpg,[0],1,.\train\labels\ppe_0287.txt,
237,.\train\images\ppe_0288.jpg,[1 2],1,.\train\labels\ppe_0288.txt,
238,.\train\images\ppe_0289.jpg,[1 5],1,.\train\labels\ppe_0289.txt,
239,.\train\images\ppe_0290.jpg,[5],1,.\train\labels\ppe_0290.txt,
240,.\train\images\ppe_0291.jpg,[4],1,.\train\labels\ppe_0291.txt,
241,.\train\images\ppe_0292.jpg,[1],1,.\train\labels\ppe_0292.txt,
242,.\train\images\ppe_0295.jpg,[4],1,.\train\labels\ppe_0295.txt,
243,.\train\images\ppe_0296.jpg,[3],1,.\train\labels\ppe_0296.txt,
244,.\train\images\ppe_0297.jpg,[5],1,.\train\labels\ppe_0297.txt,
245,.\train\images\ppe_0298.jpg,[1 4],1,.\train\labels\ppe_0298.txt,
246,.\train\images\ppe_0299.jpg,[1 4],1,.\train\labels\ppe_0299.txt,
247,.\train\images\ppe_0300.jpg,[0],1,.\train\labels\ppe_0300.txt,
248,.\train\images\ppe_0301.jpg,[1 2],1,.\train\labels\ppe_0301.txt,
249,.\train\images\ppe_0302.jpg,[1 4 5],1,.\train\labels\ppe_0302.txt,
250,.\train\images\ppe_0303.jpg,[1 2 4],1,.\train\labels\ppe_0303.txt,
251,.\train\images\ppe_0304.jpg,[4],1,.\train\labels\ppe_0304.txt,
252,.\train\images\ppe_0305.jpg,[1 4],1,.\train\labels\ppe_0305.txt,
253,.\train\images\ppe_0306.jpg,[1 4 5],1,.\train\labels\ppe_0306.txt,
254,.\train\images\ppe_0307.jpg,[1 4],1,.\train\labels\ppe_0307.txt,
255,.\train\images\ppe_0308.jpg,[1 5],1,.\train\labels\ppe_0308.txt,
256,.\train\images\ppe_0309.jpg,[4],1,.\train\labels\ppe_0309.txt,
257,.\train\images\ppe_0310.jpg,[1 3],1,.\train\labels\ppe_0310.txt,
258,.\train\images\ppe_0312.jpg,[5],1,.\train\labels\ppe_0312.txt,
259,.\train\images\ppe_0313.jpg,[3 4],1,.\train\labels\ppe_0313.txt,
260,.\train\images\ppe_0314.jpg,[1 5],1,.\train\labels\ppe_0314.txt,
261,.\train\images\ppe_0315.jpg,[1 4],1,.\train\labels\ppe_0315.txt,
262,.\train\images\ppe_0316.jpg,[1 4],1,.\train\labels\ppe_0316.txt,
263,.\train\images\ppe_0318.jpg,[1 4],1,.\train\labels\ppe_0318.txt,
264,.\train\images\ppe_0319.jpg,[5],1,.\train\labels\ppe_0319.txt,
265,.\train\images\ppe_0320.jpg,[4],1,.\train\labels\ppe_0320.txt,
266,.\train\images\ppe_0322.jpg,[1 2],1,.\train\labels\ppe_0322.txt,
267,.\train\images\ppe_0323.jpg,[5],1,.\train\labels\ppe_0323.txt,
268,.\train\images\ppe_0325.jpg,[2 3 5],1,.\train\labels\ppe_0325.txt,
269,.\train\images\ppe_0326.jpg,[5],1,.\train\labels\ppe_0326.txt,
270,.\train\images\ppe_0328.jpg,[1 4 5],1,.\train\labels\ppe_0328.txt,
271,.\train\images\ppe_0331.jpg,[5],1,.\train\labels\ppe_0331.txt,
272,.\train\images\ppe_0333.jpg,[1 5],1,.\train\labels\ppe_0333.txt,
273,.\train\images\ppe_0334.jpg,[5],1,.\train\labels\ppe_0334.txt,
274,.\train\images\ppe_0336.jpg,[1 5],1,.\train\labels\ppe_0336.txt,
275,.\train\images\ppe_0337.jpg,[1 4],1,.\train\labels\ppe_0337.txt,
276,.\train\images\ppe_0338.jpg,[0],1,.\train\labels\ppe_0338.txt,
277,.\train\images\ppe_0339.jpg,[1 4],1,.\train\labels\ppe_0339.txt,
278,.\train\images\ppe_0340.jpg,[1 4],1,.\train\labels\ppe_0340.txt,
279,.\train\images\ppe_0341.jpg,[5],1,.\train\labels\ppe_0341.txt,
280,.\train\images\ppe_0342.jpg,[1 4 5],1,.\train\labels\ppe_0342.txt,
281,.\train\images\ppe_0343.jpg,[1 5],1,.\train\labels\ppe_0343.txt,
282,.\train\images\ppe_0344.jpg,[1 4],1,.\train\labels\ppe_0344.txt,
283,.\train\images\ppe_0346.jpg,[2 5],1,.\train\labels\ppe_0346.txt,
284,.\train\images\ppe_0347.jpg,[1 4],1,.\train\labels\ppe_0347.txt,
285,.\train\images\ppe_0349.jpg,[4 5],1,.\train\labels\ppe_0349.txt,
286,.\train\images\ppe_0350.jpg,[1 5],1,.\train\labels\ppe_0350.txt,
287,.\train\images\ppe_0351.jpg,[5],1,.\train\labels\ppe_0351.txt,
288,.\train\images\ppe_0353.jpg,[1 4],1,.\train\labels\ppe_0353.txt,
289,.\train\images\ppe_0354.jpg,[1 4],1,.\train\labels\ppe_0354.txt,
290,.\train\images\ppe_0355.jpg,[1 2 5],1,.\train\labels\ppe_0355.txt,
291,.\train\images\ppe_0357.jpg,[2 3 4 5],1,.\train\labels\ppe_0357.txt,
292,.\train\images\ppe_0358.jpg,[1 5],1,.\train\labels\ppe_0358.txt,
293,.\train\images\ppe_0361.jpg,[1 4],1,.\train\labels\ppe_0361.txt,
294,.\train\images\ppe_0362.jpg,[3],1,.\train\labels\ppe_0362.txt,
295,.\train\images\ppe_0366.jpg,[5],1,.\train\labels\ppe_0366.txt,
296,.\train\images\ppe_0368.jpg,[1 5],1,.\train\labels\ppe_0368.txt,
297,.\train\images\ppe_0369.jpg,[1 4],1,.\train\labels\ppe_0369.txt,
298,.\train\images\ppe_0370.jpg,[2],1,.\train\labels\ppe_0370.txt,
299,.\train\images\ppe_0371.jpg,[5],1,.\train\labels\ppe_0371.txt,
300,.\train\images\ppe_0372.jpg,[1 3 4 5],1,.\train\labels\ppe_0372.txt,
301,.\train\images\ppe_0374.jpg,[1 3 4 5],1,.\train\labels\ppe_0374.txt,
302,.\train\images\ppe_0375.jpg,[1 3 4],1,.\train\labels\ppe_0375.txt,
303,.\train\images\ppe_0376.jpg,[3],1,.\train\labels\ppe_0376.txt,
304,.\train\images\ppe_0377.jpg,[1 4],1,.\train\labels\ppe_0377.txt,
305,.\train\images\ppe_0378.jpg,[1 5],1,.\train\labels\ppe_0378.txt,
306,.\train\images\ppe_0379.jpg,[5],1,.\train\labels\ppe_0379.txt,
307,.\train\images\ppe_0380.jpg,[1 3 4],1,.\train\labels\ppe_0380.txt,
308,.\train\images\ppe_0381.jpg,[1 5],1,.\train\labels\ppe_0381.txt,
309,.\train\images\ppe_0382.jpg,[1 4],1,.\train\labels\ppe_0382.txt,
310,.\train\images\ppe_0384.jpg,[1 2 4],1,.\train\labels\ppe_0384.txt,
311,.\train\images\ppe_0385.jpg,[1 5],1,.\train\labels\ppe_0385.txt,
312,.\train\images\ppe_0386.jpg,[4],1,.\train\labels\ppe_0386.txt,
313,.\train\images\ppe_0387.jpg,[1 4 5],1,.\train\labels\ppe_0387.txt,
314,.\train\images\ppe_0389.jpg,[4 5],1,.\train\labels\ppe_0389.txt,
315,.\train\images\ppe_0390.jpg,[1 5],1,.\train\labels\ppe_0390.txt,
316,.\train\images\ppe_0391.jpg,[2],1,.\train\labels\ppe_0391.txt,
317,.\train\images\ppe_0392.jpg,[1 5],1,.\train\labels\ppe_0392.txt,
318,.\train\images\ppe_0393.jpg,[5],1,.\train\labels\ppe_0393.txt,
319,.\train\images\ppe_0395.jpg,[1 4],1,.\train\labels\ppe_0395.txt,
320,.\train\images\ppe_0396.jpg,[3 5],1,.\train\labels\ppe_0396.txt,
